soa_label	protestant_trouble_deaths	catholic_trouble_deaths	total_population	urban	protestant_stronghold	catholic_stronghold	income_deprivation	violent_crime_rate	asb_rate	republican_PSAs	loyalist_PSAs	protestant_trouble_deaths_enforcement	catholic_trouble_deaths_enforcement	catholic_no_go	protestant_no_go
"Aldergrove_1"	1	0	1113	"FALSE"	"FALSE"	"FALSE"	0.085	5.1	3.5	0	0	0	0	0	0
"Aldergrove_2"	0	0	1829	"FALSE"	"FALSE"	"FALSE"	0.094	3	4.8	0	0	0	0	0	0
"Aldergrove_3"	0	0	1502	"FALSE"	"FALSE"	"FALSE"	0.114	4.3	7.2	0	0	0	0	0	0
"Balloo"	0	0	1734	"FALSE"	"FALSE"	"FALSE"	0.094	24.5	45.8	0	0	0	0	0	0
"Ballycraigy"	0	0	1822	"TRUE"	"TRUE"	"FALSE"	0.143	17.2	26.4	0	1	0	0	0	0
"Clady"	1	0	3013	"FALSE"	"FALSE"	"FALSE"	0.127	6.7	8.6	0	0	0	0	0	0
"Cranfield"	0	0	2701	"FALSE"	"FALSE"	"FALSE"	0.12	7.1	7.6	0	0	0	0	0	0
"Crumlin_1_Antrim"	0	0	1953	"TRUE"	"FALSE"	"FALSE"	0.094	14.5	36.9	0	1	0	0	0	0
"Crumlin_2_Antrim"	0	0	2694	"TRUE"	"FALSE"	"FALSE"	0.107	14.9	38.4	0	0	0	0	0	0
"Drumanaway"	0	0	2140	"FALSE"	"FALSE"	"FALSE"	0.128	6.8	18.3	0	0	0	0	0	0
"Farranshane"	0	0	1698	"TRUE"	"FALSE"	"FALSE"	0.141	18.7	44	0	0	0	0	0	0
"Fountain Hill"	0	0	2220	"TRUE"	"FALSE"	"FALSE"	0.136	17.6	31.2	0	0	0	0	0	0
"Greystone_Antrim"	0	0	1953	"TRUE"	"FALSE"	"FALSE"	0.125	34.3	65.2	0	0	0	0	0	0
"Massereene_1"	0	0	2800	"TRUE"	"FALSE"	"FALSE"	0.085	26.8	44.4	0	0	0	0	0	0
"Massereene_2"	0	0	2564	"TRUE"	"FALSE"	"FALSE"	0.075	10.6	21.5	0	0	0	0	0	0
"Parkgate"	0	0	2775	"FALSE"	"TRUE"	"FALSE"	0.112	7.6	12.7	0	0	0	0	0	0
"Randalstown_1"	0	0	1745	"TRUE"	"FALSE"	"FALSE"	0.086	15.3	22.5	0	0	0	0	0	0
"Randalstown_2"	0	0	1562	"TRUE"	"FALSE"	"FALSE"	0.09	14	22.4	0	0	0	0	0	0
"Shilvodan"	5	0	2349	"FALSE"	"FALSE"	"FALSE"	0.105	3.9	6.5	0	0	2	0	0	0
"Springfarm_1"	0	0	2641	"TRUE"	"FALSE"	"FALSE"	0.107	19.2	32.4	0	0	0	0	0	0
"Springfarm_2"	0	0	1545	"TRUE"	"FALSE"	"FALSE"	0.134	17.1	31.9	0	0	0	0	0	0
"Steeple"	0	0	1807	"TRUE"	"FALSE"	"FALSE"	0.111	19.2	40	0	0	0	0	0	0
"Stiles"	0	0	2142	"TRUE"	"FALSE"	"FALSE"	0.108	14.3	45	0	0	0	0	0	0
"Templepatrick"	0	0	2439	"FALSE"	"FALSE"	"FALSE"	0.09	9	12.5	0	0	0	0	0	0
"Toome"	0	0	2687	"FALSE"	"FALSE"	"TRUE"	0.121	8.8	11.4	0	0	0	0	0	0
"Ballygowan_1"	0	0	1574	"FALSE"	"FALSE"	"FALSE"	0.111	1.8	8.3	0	0	0	0	0	0
"Ballygowan_2"	0	0	2035	"FALSE"	"TRUE"	"FALSE"	0.105	9.2	22.2	0	0	0	0	0	0
"Ballyrainey"	0	0	2347	"FALSE"	"FALSE"	"FALSE"	0.145	13.7	30.9	0	2	0	0	0	0
"Ballywalter_1"	0	0	2026	"FALSE"	"TRUE"	"FALSE"	0.158	14.7	32.2	0	1	0	0	0	0
"Ballywalter_2"	0	0	2193	"FALSE"	"TRUE"	"FALSE"	0.156	8.4	23.2	0	2	0	0	0	0
"Bradshaw's Brae_1"	0	0	1438	"TRUE"	"TRUE"	"FALSE"	0.111	29.9	57.6	0	0	0	0	0	0
"Bradshaw's Brae_2"	0	0	1610	"FALSE"	"TRUE"	"FALSE"	0.108	4	16	0	0	0	0	0	0
"Carrowdore_1"	0	0	1490	"FALSE"	"TRUE"	"FALSE"	0.14	6.7	11.6	0	0	1	0	0	0
"Carrowdore_2"	0	0	1911	"FALSE"	"TRUE"	"FALSE"	0.113	10.7	21.2	0	0	0	0	0	0
"Central_Ards"	0	0	2870	"TRUE"	"FALSE"	"FALSE"	0.188	35	76.1	0	0	0	0	0	0
"Comber East_1"	0	0	1658	"TRUE"	"TRUE"	"FALSE"	0.148	20.4	60.9	0	1	0	0	0	0
"Comber East_2"	0	0	1295	"TRUE"	"TRUE"	"FALSE"	0.114	5.6	17.6	0	0	0	0	0	0
"Comber North_1"	1	0	1331	"TRUE"	"TRUE"	"FALSE"	0.101	14.7	40.9	0	0	0	0	0	0
"Comber North_2"	0	0	1294	"TRUE"	"TRUE"	"FALSE"	0.111	2.4	8.3	0	0	1	0	0	0
"Comber West_1"	0	0	1325	"TRUE"	"TRUE"	"FALSE"	0.132	5.2	16.6	0	0	0	0	0	0
"Comber West_2"	0	0	1618	"FALSE"	"TRUE"	"FALSE"	0.108	5	11.8	0	0	0	0	0	0
"Donaghadee North_1"	0	0	1690	"TRUE"	"TRUE"	"FALSE"	0.135	19	55.3	0	0	0	0	0	0
"Donaghadee North_2"	0	0	1637	"FALSE"	"TRUE"	"FALSE"	0.111	6.3	11.9	0	0	0	0	0	0
"Donaghadee South_1"	0	0	1408	"TRUE"	"TRUE"	"FALSE"	0.157	12.8	30.3	0	0	0	0	0	0
"Donaghadee South_2"	0	0	1547	"TRUE"	"TRUE"	"FALSE"	0.116	6.9	15	0	0	0	0	0	0
"Glen_1"	0	0	1440	"TRUE"	"FALSE"	"FALSE"	0.184	20	53.4	0	0	0	0	0	0
"Glen_2"	0	0	1336	"TRUE"	"TRUE"	"FALSE"	0.127	6.4	20.2	0	1	0	0	0	0
"Gregstown_1"	0	0	1392	"TRUE"	"TRUE"	"FALSE"	0.165	12.4	26.6	0	1	0	0	0	0
"Gregstown_2"	0	0	1472	"TRUE"	"TRUE"	"FALSE"	0.14	15.3	33.2	0	0	0	0	0	0
"Gregstown_3"	0	0	1580	"TRUE"	"TRUE"	"FALSE"	0.105	3.5	18.6	0	0	0	0	0	0
"Killinchy_1"	0	0	1510	"FALSE"	"TRUE"	"FALSE"	0.123	2.9	4.8	0	0	0	0	0	0
"Killinchy_2"	1	0	1606	"FALSE"	"TRUE"	"FALSE"	0.11	3.8	11	0	0	0	0	0	0
"Kircubbin_1"	0	0	2005	"FALSE"	"FALSE"	"FALSE"	0.142	4.3	11.6	0	0	0	0	0	0
"Kircubbin_2"	0	0	1484	"FALSE"	"FALSE"	"FALSE"	0.162	17.7	37.7	0	0	0	0	0	0
"Lisbane_1"	0	0	1533	"FALSE"	"TRUE"	"FALSE"	0.09	3.2	10.7	0	0	0	0	0	0
"Lisbane_2"	0	0	1603	"FALSE"	"TRUE"	"FALSE"	0.124	4.1	8.6	0	0	0	0	0	0
"Loughries_1"	0	0	1793	"TRUE"	"TRUE"	"FALSE"	0.134	11.4	20.6	0	2	0	0	0	0
"Loughries_2"	0	0	1763	"FALSE"	"TRUE"	"FALSE"	0.121	9.1	16.2	0	1	0	0	0	0
"Millisle_1"	0	0	1688	"FALSE"	"TRUE"	"FALSE"	0.147	15.6	48.8	0	0	0	0	0	0
"Millisle_2"	0	0	2591	"FALSE"	"TRUE"	"FALSE"	0.139	6.3	12.7	0	0	0	0	0	0
"Movilla_1"	0	0	1613	"TRUE"	"FALSE"	"FALSE"	0.122	10.1	17	0	0	0	0	0	0
"Movilla_2"	0	0	1784	"TRUE"	"TRUE"	"FALSE"	0.122	3.1	17.7	0	0	0	0	0	0
"Movilla_3"	0	0	1391	"TRUE"	"TRUE"	"FALSE"	0.086	2.9	10.9	0	0	0	0	0	0
"Portaferry_1"	0	0	1889	"FALSE"	"FALSE"	"FALSE"	0.132	8.5	19.9	0	0	0	0	0	0
"Portaferry_2"	0	0	1524	"FALSE"	"FALSE"	"TRUE"	0.115	14.1	26.4	0	0	0	0	0	0
"Portavogie_1"	2	0	2387	"FALSE"	"TRUE"	"FALSE"	0.153	10.4	38.3	0	0	1	0	0	0
"Portavogie_2"	0	0	2332	"FALSE"	"FALSE"	"FALSE"	0.127	7.7	25.1	0	0	0	0	0	0
"Scrabo_1"	0	0	1557	"TRUE"	"TRUE"	"FALSE"	0.153	16.4	30.2	0	2	0	0	0	0
"Scrabo_2"	0	0	1483	"TRUE"	"TRUE"	"FALSE"	0.199	19	39.7	0	6	0	0	0	0
"Whitespots_1"	0	0	1540	"TRUE"	"FALSE"	"FALSE"	0.096	9.3	21.2	0	0	0	0	0	0
"Whitespots_2"	0	0	1485	"FALSE"	"TRUE"	"FALSE"	0.066	2.5	8.1	0	0	0	0	0	0
"Abbey Park"	0	1	2558	"TRUE"	"FALSE"	"TRUE"	0.127	16.6	24.3	0	0	0	0	0	0
"Ballymartrim"	0	0	2725	"FALSE"	"FALSE"	"FALSE"	0.144	4.7	4.8	0	0	0	0	0	0
"Callan Bridge"	0	1	2817	"TRUE"	"FALSE"	"TRUE"	0.202	35.9	74.7	0	0	0	0	0	0
"Carrigatuke"	0	2	2440	"FALSE"	"FALSE"	"FALSE"	0.178	6.2	7.7	0	0	0	0	0	0
"Charlemont"	1	0	2774	"FALSE"	"FALSE"	"FALSE"	0.158	7.1	7	0	0	0	0	0	0
"Demesne_1"	0	0	1468	"TRUE"	"FALSE"	"FALSE"	0.092	11.2	30.1	0	0	0	0	0	0
"Demesne_2"	0	0	1308	"TRUE"	"FALSE"	"FALSE"	0.123	25.5	35.9	0	0	0	0	0	0
"Derrynoose"	0	1	3475	"FALSE"	"FALSE"	"FALSE"	0.196	7.4	9.6	0	0	0	0	0	0
"Downs"	0	1	2565	"TRUE"	"FALSE"	"TRUE"	0.157	23.6	44.4	0	0	0	0	0	0
"Hamiltonsbawn_1"	0	0	1496	"FALSE"	"FALSE"	"FALSE"	0.119	4.2	6.3	0	0	0	0	0	0
"Hamiltonsbawn_2"	0	0	1858	"FALSE"	"TRUE"	"FALSE"	0.115	5.8	9.6	0	0	0	0	0	0
"Hockley"	0	0	2577	"FALSE"	"FALSE"	"FALSE"	0.102	6.3	8.2	0	0	0	0	0	0
"Keady"	0	3	1795	"FALSE"	"FALSE"	"TRUE"	0.211	15.3	29	0	0	0	0	0	0
"Killeen"	0	0	2785	"FALSE"	"FALSE"	"FALSE"	0.15	5.5	7.3	0	0	0	1	0	0
"Killylea"	0	1	2474	"FALSE"	"FALSE"	"FALSE"	0.148	5.1	6.7	0	0	0	0	0	0
"Laurelvale"	0	0	3035	"FALSE"	"FALSE"	"FALSE"	0.117	7.8	12	0	0	0	0	0	0
"Loughgall"	0	0	2903	"FALSE"	"FALSE"	"FALSE"	0.144	4.2	5.2	0	0	0	0	0	0
"Markethill"	0	0	2820	"FALSE"	"FALSE"	"FALSE"	0.167	8.6	17.7	0	0	0	0	0	0
"Milford"	0	0	2730	"FALSE"	"FALSE"	"FALSE"	0.124	6.8	11.9	0	0	0	0	0	0
"Observatory"	0	0	2342	"FALSE"	"FALSE"	"FALSE"	0.155	10.8	19.5	0	0	0	0	0	0
"Poyntz Pass"	1	0	2720	"FALSE"	"FALSE"	"FALSE"	0.169	7.2	9.2	0	0	0	0	0	0
"Rich Hill_1"	0	0	1308	"FALSE"	"TRUE"	"FALSE"	0.084	4.5	6.5	0	0	0	0	0	0
"Rich Hill_2"	0	0	1702	"FALSE"	"TRUE"	"FALSE"	0.107	8.9	11.8	0	0	0	0	0	0
"Tandragee"	0	0	2925	"FALSE"	"FALSE"	"FALSE"	0.159	14.8	37.3	0	0	0	0	0	0
"The Mall"	0	0	1740	"TRUE"	"FALSE"	"FALSE"	0.164	16	28.1	0	0	0	0	0	0
"Academy"	0	0	2099	"TRUE"	"FALSE"	"FALSE"	0.127	10.8	19	0	0	0	0	0	0
"Ahoghill_1"	0	0	1453	"FALSE"	"TRUE"	"FALSE"	0.08	8.3	17.4	0	0	0	0	0	0
"Ahoghill_2"	0	0	2435	"FALSE"	"TRUE"	"FALSE"	0.084	5	8	0	0	0	0	0	0
"Ardeevin"	0	0	3503	"TRUE"	"FALSE"	"FALSE"	0.084	7.5	19.8	0	0	0	0	0	0
"Ballee"	1	0	1926	"TRUE"	"TRUE"	"FALSE"	0.165	26.6	47.4	0	1	1	0	0	0
"Ballykeel"	0	0	1739	"TRUE"	"TRUE"	"FALSE"	0.19	18	37.6	0	1	0	0	0	0
"Ballyloughan"	0	0	2588	"TRUE"	"FALSE"	"FALSE"	0.053	6.6	12	0	0	0	0	0	0
"Broughshane_1"	1	0	1596	"FALSE"	"TRUE"	"FALSE"	0.114	6.6	11.3	0	0	0	0	0	0
"Broughshane_2"	0	0	1767	"FALSE"	"TRUE"	"FALSE"	0.109	9	15	0	0	0	0	0	0
"Castle Demesne"	0	0	2126	"TRUE"	"FALSE"	"FALSE"	0.162	48.3	93.8	0	0	0	0	0	0
"Craigywarren"	0	0	2590	"FALSE"	"TRUE"	"FALSE"	0.133	5.8	8	0	0	0	0	0	0
"Cullybackey"	0	0	2805	"FALSE"	"TRUE"	"FALSE"	0.102	14.7	30	0	0	0	0	0	0
"Dunclug"	0	0	2363	"TRUE"	"FALSE"	"FALSE"	0.16	27.4	46.5	1	1	0	0	0	0
"Dunminning"	0	0	2610	"FALSE"	"FALSE"	"FALSE"	0.125	2.8	4.8	0	0	0	0	0	0
"Fair Green"	0	0	1784	"TRUE"	"FALSE"	"FALSE"	0.171	12.5	32.5	0	0	0	0	0	0
"Galgorm_1"	0	0	1603	"FALSE"	"TRUE"	"FALSE"	0.077	5	12.9	0	0	0	0	0	0
"Galgorm_2"	0	0	1674	"FALSE"	"FALSE"	"FALSE"	0.086	8.1	7.4	0	0	0	0	0	0
"Glenravel"	0	0	3451	"FALSE"	"FALSE"	"FALSE"	0.109	4.5	7.2	0	0	0	0	0	0
"Glenwhirry"	1	0	2981	"FALSE"	"FALSE"	"FALSE"	0.116	4.3	4.6	0	0	0	0	0	0
"Grange"	0	0	3461	"FALSE"	"FALSE"	"FALSE"	0.112	4.6	4.6	0	0	0	0	0	0
"Harryville"	0	0	1885	"TRUE"	"TRUE"	"FALSE"	0.152	39.4	70.2	0	0	0	0	0	0
"Kells_1"	0	0	1904	"FALSE"	"TRUE"	"FALSE"	0.113	9.5	22.9	0	0	0	0	0	0
"Kells_2"	0	0	1460	"FALSE"	"TRUE"	"FALSE"	0.117	4.9	8.1	0	0	0	0	0	0
"Moat"	0	0	1746	"TRUE"	"TRUE"	"FALSE"	0.178	28.4	61.9	0	0	0	0	0	0
"Park"	0	0	2139	"TRUE"	"FALSE"	"FALSE"	0.142	10.8	29.7	0	0	0	0	0	0
"Portglenone_1"	0	0	1555	"FALSE"	"FALSE"	"FALSE"	0.119	23	23.4	0	0	0	0	0	0
"Portglenone_2"	0	0	1581	"FALSE"	"FALSE"	"FALSE"	0.164	9.4	15.4	0	0	0	0	0	0
"Slemish"	0	0	2509	"FALSE"	"FALSE"	"FALSE"	0.146	5.2	7.7	0	0	0	0	0	0
"Summerfield"	0	0	2711	"TRUE"	"FALSE"	"FALSE"	0.071	6.6	16.3	0	0	0	0	0	0
"Ballyhoe and Corkey"	0	0	1895	"FALSE"	"FALSE"	"TRUE"	0.138	5.7	7	0	0	0	0	0	0
"Benvardin"	1	0	2095	"FALSE"	"TRUE"	"FALSE"	0.144	9.6	24.1	0	0	1	0	0	0
"Carnany"	0	0	1999	"TRUE"	"FALSE"	"FALSE"	0.146	8	19.9	0	2	0	0	0	0
"Clogh Mills"	0	0	1993	"FALSE"	"FALSE"	"FALSE"	0.14	7	11.8	0	0	0	0	0	0
"Dervock"	0	0	1509	"FALSE"	"FALSE"	"FALSE"	0.16	8.4	11.2	0	0	0	0	0	0
"Dunloy"	0	0	2278	"FALSE"	"FALSE"	"FALSE"	0.113	3.8	5.8	0	0	0	0	0	0
"Fairhill"	0	0	1798	"TRUE"	"FALSE"	"FALSE"	0.122	8.6	13.7	0	0	0	0	0	0
"Glebe"	0	0	1719	"TRUE"	"FALSE"	"FALSE"	0.097	10.7	41.3	0	0	0	0	0	0
"Killoquin Lower"	0	0	1890	"FALSE"	"FALSE"	"FALSE"	0.12	5.2	8	1	1	0	0	0	0
"Killoquin Upper"	0	0	1797	"FALSE"	"FALSE"	"FALSE"	0.113	8.8	12.4	0	0	0	0	0	0
"Knockaholet"	0	0	1677	"FALSE"	"FALSE"	"FALSE"	0.111	4.4	5.6	0	0	0	0	0	0
"Newhill"	0	0	2507	"TRUE"	"FALSE"	"FALSE"	0.172	9.9	22.2	0	3	0	0	0	0
"Route"	1	0	1529	"TRUE"	"FALSE"	"FALSE"	0.165	22.8	53.7	0	1	0	0	0	0
"Seacon"	0	0	2684	"FALSE"	"FALSE"	"FALSE"	0.122	7.2	18.9	0	0	0	0	0	0
"Stranocum"	0	0	1728	"FALSE"	"FALSE"	"FALSE"	0.126	5.1	8.1	0	0	0	0	0	0
"The Vow"	0	0	2126	"FALSE"	"FALSE"	"FALSE"	0.145	5.7	9.3	0	0	0	0	0	0
"Ballydown_1"	0	0	2129	"TRUE"	"FALSE"	"FALSE"	0.098	6	15.1	0	0	0	0	0	0
"Ballydown_2"	0	0	2667	"TRUE"	"FALSE"	"FALSE"	0.103	6.2	16	0	0	0	0	0	0
"Ballyward"	0	1	2817	"FALSE"	"FALSE"	"FALSE"	0.174	5.8	6.5	0	0	0	0	0	0
"Banbridge West"	0	0	3006	"TRUE"	"FALSE"	"FALSE"	0.134	14.1	23.3	0	0	0	0	0	0
"Bannside"	0	0	2629	"FALSE"	"FALSE"	"FALSE"	0.153	4.8	10.1	0	0	0	0	0	0
"Dromore North"	0	0	2563	"FALSE"	"FALSE"	"FALSE"	0.138	11.6	19.6	0	0	0	0	0	0
"Dromore South_1"	0	0	2036	"TRUE"	"FALSE"	"FALSE"	0.102	5.8	15.2	0	0	0	0	0	0
"Dromore South_2"	0	0	2080	"FALSE"	"FALSE"	"FALSE"	0.096	5	8.9	0	0	0	0	0	0
"Edenderry"	0	0	2769	"TRUE"	"FALSE"	"FALSE"	0.138	20.5	50.6	0	0	0	0	0	0
"Fort"	0	0	2364	"TRUE"	"FALSE"	"FALSE"	0.108	18.8	39.7	0	0	0	0	0	0
"Gilford"	0	0	2522	"FALSE"	"FALSE"	"FALSE"	0.137	16	26.1	0	0	0	0	0	0
"Gransha"	0	0	3473	"FALSE"	"FALSE"	"FALSE"	0.145	4.7	6.1	0	0	0	0	0	0
"Katesbridge"	0	0	2582	"FALSE"	"FALSE"	"FALSE"	0.148	3.6	5.3	0	0	0	0	0	0
"Lawrencetown"	0	0	2724	"FALSE"	"FALSE"	"FALSE"	0.128	10.8	19.4	0	0	0	0	0	0
"Loughbrickland"	0	0	2708	"FALSE"	"FALSE"	"FALSE"	0.139	9.9	21.5	0	0	0	0	0	0
"Quilly"	0	0	2432	"FALSE"	"FALSE"	"FALSE"	0.123	2.7	5.9	0	0	0	0	0	0
"Rathfriland"	0	0	2740	"FALSE"	"FALSE"	"FALSE"	0.152	11.1	26	0	0	0	0	0	0
"Seapatrick"	0	0	2374	"FALSE"	"FALSE"	"FALSE"	0.11	10	21.6	0	1	0	0	0	0
"The Cut"	0	0	1724	"TRUE"	"FALSE"	"FALSE"	0.158	75.5	121.3	0	0	0	0	0	0
"Andersonstown_1"	0	1	1768	"TRUE"	"FALSE"	"TRUE"	0.085	13.9	22.3	0	0	0	1	1	0
"Andersonstown_2"	0	2	1523	"TRUE"	"FALSE"	"TRUE"	0.112	30.9	72.7	0	0	0	0	1	0
"Andersonstown_3"	0	1	1616	"TRUE"	"FALSE"	"TRUE"	0.128	8.7	31.3	0	0	0	0	1	0
"Ardoyne_1"	0	2	1745	"TRUE"	"FALSE"	"TRUE"	0.206	40.1	42.8	1	0	0	0	1	0
"Ardoyne_2"	0	4	2018	"TRUE"	"FALSE"	"TRUE"	0.246	32.7	40.9	2	0	0	0	1	0
"Ardoyne_3"	2	1	2224	"TRUE"	"FALSE"	"TRUE"	0.186	45	76.7	1	0	0	0	1	0
"Ballyhackamore_1"	0	0	2003	"TRUE"	"FALSE"	"FALSE"	0.08	10.3	17.1	0	0	0	0	0	0
"Ballyhackamore_2"	0	0	1833	"TRUE"	"FALSE"	"FALSE"	0.086	9.7	23.1	0	0	0	0	0	0
"Ballyhackamore_3"	0	0	2103	"TRUE"	"FALSE"	"FALSE"	0.107	17.5	34.4	0	2	0	0	0	0
"Ballymacarrett_1"	0	9	1708	"TRUE"	"FALSE"	"FALSE"	0.149	25.1	51	0	0	0	0	1	1
"Ballymacarrett_2"	0	3	1564	"TRUE"	"FALSE"	"FALSE"	0.125	42.6	90.1	0	0	0	1	1	1
"Ballymacarrett_3"	0	0	1636	"TRUE"	"TRUE"	"FALSE"	0.182	42.7	46.9	0	1	0	0	1	1
"Ballynafeigh_1"	1	0	1813	"TRUE"	"FALSE"	"FALSE"	0.092	18.1	48.1	0	0	2	0	0	1
"Ballynafeigh_2"	1	0	2009	"TRUE"	"FALSE"	"FALSE"	0.086	9.5	23.2	0	0	0	0	0	1
"Ballynafeigh_3"	2	0	2106	"TRUE"	"FALSE"	"FALSE"	0.15	27.2	52.8	0	3	2	0	0	1
"Ballysillan_1"	2	0	1925	"TRUE"	"TRUE"	"FALSE"	0.167	21.3	50.8	0	0	1	0	0	0
"Ballysillan_2"	1	0	1779	"TRUE"	"TRUE"	"FALSE"	0.117	18.8	36.3	0	0	0	0	0	0
"Ballysillan_3"	1	0	1922	"TRUE"	"TRUE"	"FALSE"	0.126	9.9	22.6	0	0	2	0	0	0
"Beechmount_1"	0	3	1862	"TRUE"	"FALSE"	"TRUE"	0.103	42.4	41.4	0	0	0	0	0	0
"Beechmount_2"	0	2	1922	"TRUE"	"FALSE"	"TRUE"	0.158	19.6	25.6	0	0	0	1	0	0
"Beechmount_3"	0	2	1701	"TRUE"	"FALSE"	"TRUE"	0.121	26.2	52.2	3	0	0	0	0	0
"Bellevue_1"	0	1	1394	"TRUE"	"FALSE"	"FALSE"	0.126	14.2	30.8	0	0	0	0	0	0
"Bellevue_2"	0	0	1730	"TRUE"	"FALSE"	"FALSE"	0.176	26.2	40.9	0	0	0	0	0	0
"Bellevue_3"	0	0	1786	"TRUE"	"FALSE"	"FALSE"	0.145	17.2	40.7	0	0	0	0	0	0
"Belmont_1"	0	0	2151	"TRUE"	"TRUE"	"FALSE"	0.057	4.1	10.9	0	0	0	0	0	0
"Belmont_2"	0	0	1896	"TRUE"	"TRUE"	"FALSE"	0.073	7.1	13.3	0	0	0	0	0	0
"Belmont_3"	1	0	2118	"TRUE"	"TRUE"	"FALSE"	0.108	17.7	35.4	0	0	0	0	0	0
"Blackstaff_1"	2	0	1826	"TRUE"	"FALSE"	"FALSE"	0.203	19	26.9	0	1	0	0	0	0
"Blackstaff_2"	2	1	2172	"TRUE"	"FALSE"	"FALSE"	0.166	31.4	39.7	0	0	0	0	0	0
"Bloomfield_1_Belfast"	0	0	1895	"TRUE"	"FALSE"	"FALSE"	0.154	38.4	59.5	0	2	0	0	0	0
"Bloomfield_2_Belfast"	0	0	1687	"TRUE"	"FALSE"	"FALSE"	0.107	14.6	20.6	0	0	0	0	0	0
"Bloomfield_3_Belfast"	0	0	1871	"TRUE"	"FALSE"	"FALSE"	0.151	24.4	41.6	0	1	0	0	0	0
"Botanic_1"	0	0	1555	"TRUE"	"FALSE"	"FALSE"	0.136	42.9	55.6	0	0	0	0	0	0
"Botanic_2"	0	2	1958	"TRUE"	"FALSE"	"FALSE"	0.121	21.7	133.2	0	0	1	0	0	0
"Botanic_3"	0	1	1488	"TRUE"	"FALSE"	"FALSE"	0.124	35.9	122.3	0	0	0	0	0	0
"Botanic_4"	2	3	1703	"TRUE"	"FALSE"	"FALSE"	0.174	29.9	54.1	0	0	0	1	0	0
"Botanic_5"	1	3	2241	"TRUE"	"FALSE"	"TRUE"	0.154	47.4	93.3	0	0	0	1	0	0
"Castleview_1"	0	0	1333	"TRUE"	"FALSE"	"FALSE"	0.162	23.8	40.7	0	1	0	0	0	0
"Castleview_2"	0	0	1752	"TRUE"	"FALSE"	"FALSE"	0.111	6.3	16.9	0	0	0	0	0	0
"Castleview_3"	0	0	1637	"TRUE"	"FALSE"	"FALSE"	0.112	18.9	29.4	0	2	0	0	0	0
"Cavehill_1"	0	0	1617	"TRUE"	"FALSE"	"FALSE"	0.066	10.5	41.1	0	0	0	0	0	0
"Cavehill_2"	0	0	1597	"TRUE"	"FALSE"	"FALSE"	0.12	8.4	37.2	0	0	0	0	0	0
"Cavehill_3"	1	0	1606	"TRUE"	"FALSE"	"FALSE"	0.052	6.6	31.4	0	0	0	0	0	0
"Cherryvalley_1"	0	0	1959	"TRUE"	"FALSE"	"FALSE"	0.062	1.6	4.4	0	0	0	0	0	0
"Cherryvalley_2"	0	0	2052	"TRUE"	"FALSE"	"FALSE"	0.077	6.8	15.7	0	0	0	0	0	0
"Cherryvalley_3"	0	0	1909	"TRUE"	"FALSE"	"FALSE"	0.087	10.1	16	0	1	0	0	0	0
"Chichester Park_1"	0	0	1996	"TRUE"	"FALSE"	"FALSE"	0.158	34.4	62.2	1	0	0	0	0	0
"Chichester Park_2"	0	1	1970	"TRUE"	"FALSE"	"TRUE"	0.116	34	43.6	0	0	0	0	0	0
"Chichester Park_3"	0	0	1486	"TRUE"	"FALSE"	"FALSE"	0.096	11.3	31.2	0	0	0	0	0	0
"Cliftonville_1"	1	2	2031	"TRUE"	"FALSE"	"TRUE"	0.163	26.6	44.3	0	0	0	0	0	0
"Cliftonville_2"	0	0	1595	"TRUE"	"FALSE"	"FALSE"	0.096	10.3	40.3	0	0	0	0	0	0
"Cliftonville_3"	2	2	1704	"TRUE"	"FALSE"	"FALSE"	0.154	16.9	33.9	0	1	2	0	0	0
"Clonard_1"	1	7	2553	"TRUE"	"FALSE"	"TRUE"	0.185	20.3	37.3	1	0	0	1	0	0
"Clonard_2"	0	13	2422	"TRUE"	"FALSE"	"TRUE"	0.145	65.2	105	2	0	0	0	0	0
"Crumlin_1_Belfast"	2	1	2019	"TRUE"	"TRUE"	"FALSE"	0.203	27.4	37.9	0	4	4	0	0	0
"Crumlin_2_Belfast"	6	0	2563	"TRUE"	"FALSE"	"FALSE"	0.205	29.4	51.5	0	1	5	0	0	0
"Duncairn_1"	10	1	2807	"TRUE"	"FALSE"	"FALSE"	0.196	28.6	46	0	2	1	0	0	0
"Duncairn_2"	2	1	2094	"TRUE"	"FALSE"	"FALSE"	0.197	30.9	66.5	0	2	0	0	0	0
"Falls_1"	0	11	1497	"TRUE"	"FALSE"	"TRUE"	0.156	13.8	26.2	3	0	1	1	1	0
"Falls_2"	0	6	1752	"TRUE"	"FALSE"	"TRUE"	0.152	40.8	66.1	1	0	0	0	1	0
"Falls_3"	0	10	1935	"TRUE"	"FALSE"	"TRUE"	0.179	49.7	117.9	1	1	0	2	1	0
"Falls Park_1"	0	1	1687	"TRUE"	"FALSE"	"TRUE"	0.1	39.3	78.5	0	0	0	0	1	0
"Falls Park_2"	0	1	1935	"TRUE"	"FALSE"	"TRUE"	0.091	23.8	31.8	0	0	0	1	1	0
"Falls Park_3"	0	0	1721	"TRUE"	"FALSE"	"TRUE"	0.106	21.1	23.5	5	0	0	1	1	0
"Finaghy_1"	0	0	1418	"TRUE"	"FALSE"	"FALSE"	0.076	2.4	6.3	0	0	0	0	0	0
"Finaghy_2"	0	0	1552	"TRUE"	"FALSE"	"FALSE"	0.068	8.9	23.1	0	0	0	0	0	0
